Text,Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism,cleaned_text,tokens
"Life update: Googled 'how to win an argument with your cat'... so, yeah. 🐱🗣️",0.8863636363636365,0.3829787234042553,0.7619047619047619,0.6976744186046512,0.49367088607594933,life update googled win argument cat yeah,"['life', 'update', 'googled', 'win', 'argument', 'cat', 'yeah']"
I've reached the 'adding things I've already done to my to-do list just to cross them off' level of productivity. ✅😂,0.5909090909090908,0.7446808510638299,0.7301587301587301,0.5348837209302325,0.5063291139240506,ive reached adding things ive already done todo list cross level productivity,"['reached', 'thing', 'already', 'done', 'list', 'cross', 'level', 'productivity']"
Starting a petition to count 'staying in bed all day' as a personality trait. Who's in? 🛌✨,0.5454545454545454,0.23404255319148937,0.6349206349206349,0.6744186046511628,0.6835443037974682,starting petition count staying bed day personality trait whos,"['starting', 'petition', 'count', 'bed', 'day', 'personality', 'trait']"
Today's mood: 'I did not wake up to be mediocre.' Also me: *watches 6 hours of Netflix* 📺🛋️,0.7272727272727273,0.2765957446808511,0.746031746031746,0.39534883720930236,0.5822784810126581,todays mood wake mediocre also watches 6 hours netflix,"['today', 'mood', 'wake', 'mediocre', 'also', 'watch', 'hour', 'netflix']"
Sending 'OK' with the period is the text version of a slap. Change my mind. 😤✋,0.5227272727272727,0.5531914893617021,0.8095238095238094,0.3023255813953488,0.6582278481012658,sending ok period text version slap change mind,"['sending', 'period', 'text', 'version', 'slap', 'change', 'mind']"
That mini heart attack when you can't feel these in your pocket: 💳🔑📱,0.47727272727272724,0.6382978723404256,0.7142857142857143,0.4883720930232559,0.721518987341772,mini heart attack cant feel pocket,"['mini', 'heart', 'attack', 'ca', 'feel', 'pocket']"
I think 'selective listener' is a nicer way to put 'I ignore most of what you say.' 🙉🤷‍♀️,0.49999999999999994,0.4255319148936171,0.7777777777777777,0.2558139534883721,0.5696202531645569,think selective listener nicer way put ignore say,"['think', 'listener', 'nicer', 'way', 'put', 'ignore', 'say']"
Throwback to when I was 12 and thought turning 18 meant I would have my life together. 😅🎂,0.6818181818181817,0.36170212765957444,0.7619047619047619,0.5116279069767442,0.6455696202531644,throwback 12 thought turning 18 meant would life together,"['throwback', 'thought', 'turning', 'meant', 'would', 'life', 'together']"
"I either respond to texts in 0.2 seconds, or I forget for 8 days. There's no in-between. 📱⏳",0.5681818181818181,0.2553191489361702,0.7936507936507936,0.41860465116279066,0.620253164556962,either respond texts 02 seconds forget 8 days theres inbetween,"['either', 'respond', 'text', 'second', 'forget', 'day']"
"If procrastination is an art, I belong in the Louvre. 🎨⏰",0.75,0.19148936170212771,0.6984126984126984,0.6046511627906977,0.5189873417721518,procrastination art belong louvre,"['procrastination', 'art', 'belong', 'louvre']"
Can we skip to the part of my life where I travel the world? ✈️🌍,0.9545454545454546,0.3404255319148936,0.8730158730158729,0.6511627906976744,0.48101265822784806,skip part life travel world,"['skip', 'part', 'life', 'travel', 'world']"
Is it really a Sunday if you're not questioning all your life choices? 🤔🛌,0.6136363636363635,0.4042553191489362,0.6507936507936507,0.4418604651162791,0.6708860759493669,really sunday youre questioning life choices,"['really', 'sunday', 'questioning', 'life', 'choice']"
Trying to explain your favorite show to someone who's never watched it is a special kind of torture. 📺😤,0.6590909090909092,0.4893617021276596,0.8412698412698412,0.39534883720930236,0.5569620253164556,trying explain favorite show someone whos never watched special kind torture,"['trying', 'explain', 'favorite', 'show', 'someone', 'never', 'watched', 'special', 'kind', 'torture']"
Does anyone else have a shopping cart filled with online orders you're too broke to buy? 🛒💸,0.6818181818181817,0.29787234042553196,0.7777777777777777,0.5348837209302325,0.620253164556962,anyone else shopping cart filled online orders youre broke buy,"['anyone', 'else', 'shopping', 'cart', 'filled', 'online', 'order', 'broke', 'buy']"
90% of my life is spent worrying about the 10% of things I can't control. 🤦‍♂️💭,0.49999999999999994,0.44680851063829785,0.6666666666666666,0.37209302325581395,0.7341772151898733,90 life spent worrying 10 things cant control,"['life', 'spent', 'worrying', 'thing', 'ca', 'control']"
Am I the only one who plans my outfits around the level of effort I feel like putting into my day? 👚👖,0.7727272727272727,0.3404255319148936,0.8095238095238094,0.5581395348837209,0.5316455696202531,one plans outfits around level effort feel like putting day,"['one', 'plan', 'outfit', 'around', 'level', 'effort', 'feel', 'like', 'putting', 'day']"
"Just once, I want someone to look at me the way I look at the 'Skip Intro' button. 😍📺",0.6136363636363635,0.4255319148936171,0.8253968253968254,0.5116279069767442,0.5063291139240506,want someone look way look skip intro button,"['want', 'someone', 'look', 'way', 'look', 'intro', 'button']"
"My 'Seen' at 2:00 AM might mean I'm a night owl, or maybe I just dropped my phone on my face again. 🌙📱",0.5681818181818181,0.2553191489361702,0.746031746031746,0.5813953488372093,0.5822784810126581,seen 200 might mean im night owl maybe dropped phone face,"['might', 'mean', 'night', 'owl', 'maybe', 'dropped', 'phone', 'face']"
Being an adult is just whispering 'What the...?' to yourself all day because you don't know what's happening. 🤷‍♂️🌪️,0.5227272727272727,0.31914893617021284,0.7777777777777777,0.39534883720930236,0.6962025316455696,adult whispering day dont know whats happening,"['adult', 'whispering', 'day', 'know', 'happening']"
Is it bad that my dog's Instagram is doing better than my own? 🐶📸,0.7045454545454546,0.46808510638297873,0.7936507936507936,0.6511627906976744,0.4683544303797468,bad dogs instagram better,"['bad', 'dog', 'instagram', 'better']"
Life hack: Can't be late if you don't show up. 😏⏰,0.4545454545454544,0.21276595744680848,0.7142857142857143,0.32558139534883723,0.5443037974683543,life hack cant late dont show,"['life', 'hack', 'ca', 'late', 'show']"
"Remember when you felt 'too young' to do things, and now you're 'too old'? When was the perfect age window, like, a week? 🤔🔙",0.6590909090909092,0.4893617021276596,0.7619047619047619,0.4883720930232559,0.6582278481012658,remember felt young things youre old perfect age window like week,"['remember', 'felt', 'young', 'thing', 'old', 'perfect', 'age', 'window', 'like', 'week']"
Every machine is a smoke machine if you operate it wrong enough! 😅🔥,0.8409090909090908,0.29787234042553196,0.8412698412698412,0.627906976744186,0.5189873417721518,every machine smoke machine operate wrong enough,"['every', 'machine', 'smoke', 'machine', 'operate', 'wrong', 'enough']"
Does 'perpetually craving tacos' count as a mood? 🌮❤️,0.6363636363636362,0.4042553191489362,0.8571428571428572,0.6744186046511628,0.49367088607594933,perpetually craving tacos count mood,"['craving', 'taco', 'count', 'mood']"
"'Eat healthier,' they said. 'It'll be easy,' they said. Meanwhile, I'm emotionally attached to fries. 🍟😭",0.5454545454545454,0.2765957446808511,0.8095238095238094,0.34883720930232565,0.6329113924050631,eat healthier said itll easy said meanwhile im emotionally attached fries,"['healthier', 'said', 'easy', 'said', 'meanwhile', 'emotionally', 'attached', 'fry']"
"The floor is lava!... is a fun game and all, but have you ever tried 'The floor is my clothes'? 🔥👚",0.5909090909090908,0.14893617021276595,0.7301587301587301,0.5348837209302325,0.5949367088607593,floor lava fun game ever tried floor clothes,"['floor', 'lava', 'fun', 'game', 'ever', 'tried', 'floor', 'clothes']"
"Plot twist: I don't need a knight in shining armor, I need WiFi that doesn't lag. 🏰📶",0.7272727272727273,0.44680851063829785,0.7777777777777777,0.4651162790697675,0.48101265822784806,plot twist dont need knight shining armor need wifi doesnt lag,"['plot', 'twist', 'need', 'knight', 'shining', 'armor', 'need', 'wifi', 'lag']"
"If I got a dollar for every time my grandparents asked me to fix their computer, I could retire. 💻💵",0.47727272727272724,0.5319148936170214,0.746031746031746,0.7209302325581395,0.5189873417721518,got dollar every time grandparents asked fix computer could retire,"['got', 'dollar', 'every', 'time', 'grandparent', 'asked', 'fix', 'computer', 'could', 'retire']"
Why study for exams when you can stress-eat and spiral into existential dread? 📚🍔,0.6136363636363635,0.23404255319148937,0.6825396825396824,0.37209302325581395,0.7468354430379747,study exams stresseat spiral existential dread,"['study', 'exam', 'spiral', 'existential', 'dread']"
Is 'exhausted pigeon' an accurate way to describe my aesthetic? 🐦😴,0.5227272727272727,0.3404255319148936,0.6349206349206349,0.6511627906976744,0.6835443037974682,exhausted pigeon accurate way describe aesthetic,"['pigeon', 'accurate', 'way', 'describe', 'aesthetic']"
"My life's an open book, but it's mostly just emails from brands I bought from once in 2015. 📖📧",0.6818181818181817,0.4255319148936171,0.7142857142857143,0.4883720930232559,0.5696202531645569,lifes open book mostly emails brands bought 2015,"['life', 'open', 'book', 'mostly', 'email', 'brand', 'bought']"
"Too poor to go out, too anxious to invite people over. It's a party in my comfort zone! 🎉🚪",0.5454545454545454,0.46808510638297873,0.603174603174603,0.34883720930232565,0.7088607594936709,poor go anxious invite people party comfort zone,"['poor', 'go', 'anxious', 'invite', 'people', 'party', 'comfort', 'zone']"
"I live by the motto 'Treat yourself.' Except, it's every day and causing problems. 😅💳",0.6363636363636362,0.19148936170212771,0.8253968253968254,0.5581395348837209,0.5316455696202531,live motto treat except every day causing problems,"['live', 'motto', 'except', 'every', 'day', 'causing', 'problem']"
"Big plans this weekend. By 'big plans,' I mean choosing a new series to binge-watch. Suggestions? 🤔🎬",0.75,0.36170212765957444,0.7619047619047619,0.6046511627906977,0.49367088607594933,big plans weekend big plans mean choosing new series bingewatch suggestions,"['big', 'plan', 'weekend', 'plan', 'mean', 'choosing', 'new', 'series', 'suggestion']"
"If you're not supposed to eat at night, why is there a light in the fridge? 🤷‍♂️🌜",0.6136363636363635,0.2765957446808511,0.7777777777777777,0.5348837209302325,0.5949367088607593,youre supposed eat night light fridge,"['supposed', 'eat', 'night', 'light', 'fridge']"
"Got my 8 hours of anxiety last night, how about you? 😴💤",0.4545454545454544,0.3829787234042553,0.6507936507936507,0.41860465116279066,0.7721518987341771,got 8 hours anxiety last night,"['got', 'hour', 'anxiety', 'last', 'night']"
"If I could get paid to make random Spotify playlists, I'd be a billionaire. 🎧💰",0.8409090909090908,0.3404255319148936,0.7936507936507936,0.627906976744186,0.4556962025316455,could get paid make random spotify playlists id billionaire,"['could', 'get', 'paid', 'make', 'random', 'spotify', 'playlist', 'billionaire']"
I'm at that 'read everything but understand nothing' stage of studying. Send help. 📚🆘,0.5681818181818181,0.5106382978723405,0.6984126984126984,0.4418604651162791,0.6962025316455696,im read everything understand nothing stage studying send help,"['everything', 'understand', 'nothing', 'stage', 'studying', 'send', 'help']"
"Asked my mom why she never told me life was this hard. She said she did, I just wasn't listening. Classic. 🤷‍♀️👵",0.49999999999999994,0.4255319148936171,0.7301587301587301,0.5116279069767442,0.6582278481012658,asked mom never told life hard said wasnt listening classic,"['asked', 'mom', 'never', 'told', 'life', 'hard', 'said', 'listening', 'classic']"
"Is it a date, or are we just 'hanging out'? The anxiety of modern romance. 💑🤔",0.6590909090909092,0.44680851063829785,0.6825396825396824,0.37209302325581395,0.7341772151898733,date hanging anxiety modern romance,"['date', 'anxiety', 'modern', 'romance']"
Lost my phone and found it in the fridge. It's been a long day. 📱❄️,0.5454545454545454,0.31914893617021284,0.8095238095238094,0.5813953488372093,0.6455696202531644,lost phone found fridge long day,"['lost', 'phone', 'found', 'fridge', 'long', 'day']"
Who else has a 'For Later' reading list that's longer than their 'Read' list? 📚⏳,0.8181818181818183,0.4893617021276596,0.746031746031746,0.6511627906976744,0.4683544303797468,else later reading list thats longer read list,"['else', 'later', 'reading', 'list', 'longer', 'list']"
"I'm not saying I hate mornings, but I'd definitely hit snooze on the sun if I could. ☀️😴",0.47727272727272724,0.2553191489361702,0.7142857142857143,0.4651162790697675,0.6835443037974682,im saying hate mornings id definitely hit snooze sun could,"['saying', 'hate', 'morning', 'definitely', 'hit', 'snooze', 'sun', 'could']"
"Adulthood is just saying 'But after this week, things will slow down a bit' to yourself until you die. 🏃‍♂️💨",0.6136363636363635,0.3404255319148936,0.7619047619047619,0.39534883720930236,0.6582278481012658,adulthood saying week things slow bit die,"['adulthood', 'saying', 'week', 'thing', 'slow', 'bit', 'die']"
"I'm not addicted to my phone, we're just in a very committed relationship. 📱❤️",0.49999999999999994,0.4042553191489362,0.8412698412698412,0.5348837209302325,0.5569620253164556,im addicted phone committed relationship,"['addicted', 'phone', 'committed', 'relationship']"
I aspire to reach the level of calm of people who use 'Regards' as their email sign-off. 📧🧘‍♀️,0.6818181818181817,0.6382978723404256,0.6349206349206349,0.6744186046511628,0.5063291139240506,aspire reach level calm people use regards email signoff,"['aspire', 'reach', 'level', 'calm', 'people', 'use', 'email']"
Being asked 'Where do you see yourself in 5 years?' is my favorite joke now. 😂🔮,0.5909090909090908,0.29787234042553196,0.8253968253968254,0.34883720930232565,0.620253164556962,asked see 5 years favorite joke,"['asked', 'see', 'year', 'favorite', 'joke']"
I'm not great at the advice. Can I interest you in a sarcastic comment? 🤷‍♂️💬,0.5227272727272727,0.46808510638297873,0.7777777777777777,0.186046511627907,0.5822784810126581,im great advice interest sarcastic comment,"['great', 'advice', 'interest', 'sarcastic', 'comment']"
"I'm an adult, but more like an adult cat. Someone should probably take care of me, but I can also sort of make it on my own. 🐱👱",0.7045454545454546,0.36170212765957444,0.7142857142857143,0.5116279069767442,0.6455696202531644,im adult like adult cat someone probably take care also sort make,"['adult', 'like', 'adult', 'cat', 'someone', 'probably', 'take', 'care', 'also', 'sort', 'make']"
"If my life was a movie, it'd be rated 'What the heck is even happening/10' 🎬🤔",0.6363636363636362,0.23404255319148937,0.746031746031746,0.4418604651162791,0.6835443037974682,life movie itd rated heck even happening10,"['life', 'movie', 'rated', 'heck', 'even']"
"Pro tip: Keep a diary, so when you're famous, you can publish and make bank. 📖💰",0.7727272727272727,0.4042553191489362,0.8571428571428572,0.4883720930232559,0.49367088607594933,pro tip keep diary youre famous publish make bank,"['pro', 'tip', 'keep', 'diary', 'famous', 'publish', 'make', 'bank']"
You know you're growing up when you start rooting for the parents in Disney movies. 🎥👪,0.47727272727272724,0.5319148936170214,0.6825396825396824,0.6976744186046512,0.5316455696202531,know youre growing start rooting parents disney movies,"['know', 'growing', 'start', 'rooting', 'parent', 'disney', 'movie']"
'Let's hang out soon!' - Translation: See you in 5 to 7 business years. 🗓️✋,0.49999999999999994,0.3404255319148936,0.7777777777777777,0.37209302325581395,0.6329113924050631,lets hang soon translation see 5 7 business years,"['hang', 'soon', 'translation', 'see', 'business', 'year']"
Can I put 'hasn't lost AirPods yet' on my resume? Skills: Responsible. 🎧📄,0.5909090909090908,0.7234042553191489,0.7301587301587301,0.5581395348837209,0.4683544303797468,put hasnt lost airpods yet resume skills responsible,"['put', 'lost', 'airpods', 'yet', 'resume', 'skill', 'responsible']"
I'm that friend who says 'I'm almost there!' while still in bed. 😅🛏️,0.5227272727272727,0.21276595744680848,0.8412698412698412,0.3023255813953488,0.5569620253164556,im friend says im almost still bed,"['friend', 'say', 'almost', 'still', 'bed']"
"Started a diet yesterday, but I've decided I'm not ready for that kind of commitment. 🍔👋",0.6136363636363635,0.17021276595744683,0.8095238095238094,0.5348837209302325,0.6075949367088607,started diet yesterday ive decided im ready kind commitment,"['started', 'diet', 'yesterday', 'decided', 'ready', 'kind', 'commitment']"
"Life's all about balance. Like, I'm scared of the future, but I also don't care about it. 🤷‍♀️⚖️",0.7272727272727273,0.2765957446808511,0.7619047619047619,0.41860465116279066,0.6962025316455696,lifes balance like im scared future also dont care,"['life', 'balance', 'like', 'scared', 'future', 'also', 'care']"
Can we all agree 'Do not disturb' should auto-reply with 'I can't adult today'? 🚫🤦‍♂️,0.5454545454545454,0.31914893617021284,0.7142857142857143,0.6046511627906977,0.6582278481012658,agree disturb autoreply cant adult today,"['agree', 'disturb', 'ca', 'adult', 'today']"
Too much month at the end of the money. #adulting 💸📆,0.47727272727272724,0.4255319148936171,0.7777777777777777,0.4651162790697675,0.6835443037974682,much month end money adulting,"['much', 'month', 'end', 'money', 'adulting']"
How many plants is 'too many'? Asking for a friend... who's me. 🌿🤔,0.75,0.5106382978723405,0.6984126984126984,0.744186046511628,0.5189873417721518,many plants many asking friend whos,"['many', 'plant', 'many', 'asking', 'friend']"
"If you're not supposed to wear the same outfit two days in a row, life should provide more closets. 🤷‍♂️👚",0.6363636363636362,0.3404255319148936,0.746031746031746,0.5348837209302325,0.5949367088607593,youre supposed wear outfit two days row life provide closets,"['supposed', 'wear', 'outfit', 'two', 'day', 'row', 'life', 'provide', 'closet']"
Friendship criteria: Must make 'Let's catch up!' plans with me every 6 months that we both know will never happen. 🤝🗓️,0.5909090909090908,0.44680851063829785,0.7936507936507936,0.34883720930232565,0.620253164556962,friendship criteria must make lets catch plans every 6 months know never happen,"['friendship', 'criterion', 'must', 'make', 'catch', 'plan', 'every', 'month', 'know', 'never', 'happen']"
Low battery is the adult version of needing to pee. 🔋💧,0.5454545454545454,0.4893617021276596,0.7301587301587301,0.6511627906976744,0.5569620253164556,low battery adult version needing pee,"['low', 'battery', 'adult', 'version', 'needing', 'pee']"
"I'm not lazy, I'm on power-saving mode. 😴💡",0.49999999999999994,0.2553191489361702,0.6825396825396824,0.6744186046511628,0.5063291139240506,im lazy im powersaving mode,"['lazy', 'mode']"
Using '...and stuff' at the end of a sentence to indicate you've run out of vocabulary. 🤷‍♀️💬,0.6818181818181817,0.36170212765957444,0.7619047619047619,0.5813953488372093,0.5316455696202531,using stuff end sentence indicate youve run vocabulary,"['using', 'stuff', 'end', 'sentence', 'indicate', 'run', 'vocabulary']"
Who knew the hardest part of being an adult is figuring out what to cook for dinner every single night until you die? 🍳🤦‍♂️,0.6136363636363635,0.46808510638297873,0.6507936507936507,0.5116279069767442,0.6708860759493669,knew hardest part adult figuring cook dinner every single night die,"['knew', 'hardest', 'part', 'adult', 'figuring', 'cook', 'dinner', 'every', 'single', 'night', 'die']"
My favorite outdoor activity is going back inside. 🌳🚪,0.5227272727272727,0.29787234042553196,0.6190476190476191,0.627906976744186,0.5822784810126581,favorite outdoor activity going back inside,"['favorite', 'outdoor', 'activity', 'going', 'back', 'inside']"
Realizing you're wrong in the middle of an argument but continuing to argue anyway. Who can relate? 🙋‍♀️🤦‍♂️,0.5681818181818181,0.3829787234042553,0.8253968253968254,0.3023255813953488,0.6455696202531644,realizing youre wrong middle argument continuing argue anyway relate,"['realizing', 'wrong', 'middle', 'argument', 'continuing', 'argue', 'anyway', 'relate']"
Ever just sit on your bed at 3 am thinking about every decision you've ever made? Just me? Okay. 🛏️🤔,0.6590909090909092,0.19148936170212771,0.6349206349206349,0.32558139534883723,0.7468354430379747,ever sit bed 3 thinking every decision youve ever made okay,"['ever', 'sit', 'bed', 'thinking', 'every', 'decision', 'ever', 'made', 'okay']"
Remembering you forgot something right after you get comfortable in bed. The universe's favorite joke. 🛌😑,0.4545454545454544,0.44680851063829785,0.6666666666666666,0.4883720930232559,0.721518987341772,remembering forgot something right get comfortable bed universes favorite joke,"['remembering', 'forgot', 'something', 'right', 'get', 'comfortable', 'bed', 'universe', 'favorite', 'joke']"
"If you can remember the '90s, you weren't really there. If you can't, welcome to my world. 🕰️🙃",0.47727272727272724,0.3404255319148936,0.7142857142857143,0.7674418604651163,0.5316455696202531,remember 90s werent really cant welcome world,"['remember', 'really', 'ca', 'welcome', 'world']"
I'm at the 'walking into a room and forgetting why I'm there' stage of my mental breakdown. 🚶‍♀️💭,0.5454545454545454,0.2765957446808511,0.7777777777777777,0.39534883720930236,0.7088607594936709,im walking room forgetting im stage mental breakdown,"['room', 'forgetting', 'stage', 'mental', 'breakdown']"
Plot twist: The chicken crossed the road to escape the people who kept asking why it crossed the road. 🐔🛣️,0.7272727272727273,0.23404255319148937,0.8412698412698412,0.5348837209302325,0.5189873417721518,plot twist chicken crossed road escape people kept asking crossed road,"['plot', 'twist', 'chicken', 'crossed', 'road', 'escape', 'people', 'kept', 'asking', 'crossed', 'road']"
Sometimes I'm astounded by the sheer magnitude of my own mediocrity. 🤷‍♂️🌟,0.6136363636363635,0.21276595744680848,0.7301587301587301,0.4418604651162791,0.6835443037974682,sometimes im astounded sheer magnitude mediocrity,"['sometimes', 'astounded', 'sheer', 'magnitude', 'mediocrity']"
"I'm not saying I'm an introvert, but my house is a club, and I'm the bouncer. Entry denied. 🏠🚫",0.49999999999999994,0.36170212765957444,0.746031746031746,0.6511627906976744,0.5443037974683543,im saying im introvert house club im bouncer entry denied,"['saying', 'introvert', 'house', 'club', 'bouncer', 'entry', 'denied']"
Texting 'LOL' while keeping a straight face is my aesthetic. 😐😂,0.75,0.2765957446808511,0.8095238095238094,0.5581395348837209,0.49367088607594933,texting lol keeping straight face aesthetic,"['texting', 'keeping', 'straight', 'face', 'aesthetic']"
Is 'pro at cancelling plans' a valid skill to add to my resume? 📄🚫,0.6363636363636362,0.2553191489361702,0.7936507936507936,0.37209302325581395,0.5696202531645569,pro cancelling plans valid skill add resume,"['cancelling', 'plan', 'valid', 'skill', 'add', 'resume']"
The best kind of friendships are the 'We didn't talk for months but nothing's changed' kind. 🤗🕰️,0.5909090909090908,0.3829787234042553,0.6984126984126984,0.627906976744186,0.6075949367088607,best kind friendships didnt talk months nothings changed kind,"['best', 'kind', 'friendship', 'talk', 'month', 'nothing', 'changed', 'kind']"
Googling 'how to get rich quick' and then crying when you realize it's not that easy. 💸😭,0.5227272727272727,0.4255319148936171,0.8253968253968254,0.41860465116279066,0.6455696202531644,googling get rich quick crying realize easy,"['googling', 'get', 'rich', 'quick', 'cry', 'realize', 'easy']"
Nothing messes up your Friday like realizing it's Tuesday. 📆😫,0.6818181818181817,0.14893617021276595,0.7619047619047619,0.5348837209302325,0.5949367088607593,nothing messes friday like realizing tuesday,"['nothing', 'mess', 'friday', 'like', 'realizing', 'tuesday']"
"I'd lose my head if it wasn't attached. Actually, I'd probably lose it then, too. 🤦‍♂️💆",0.5681818181818181,0.29787234042553196,0.8412698412698412,0.4651162790697675,0.5569620253164556,id lose head wasnt attached actually id probably lose,"['lose', 'head', 'attached', 'actually', 'probably', 'lose']"
"The human body has 7 trillion nerves, and some people manage to get on every single one of them. 😤🧠",0.6136363636363635,0.5319148936170214,0.7777777777777777,0.34883720930232565,0.5443037974683543,human body 7 trillion nerves people manage get every single one,"['human', 'body', 'trillion', 'nerve', 'people', 'manage', 'get', 'every', 'single', 'one']"
Accidentally liked a 47-week-old photo while Instagram stalking. Going to move to Mars now. 📸🚀,0.7045454545454546,0.3404255319148936,0.7142857142857143,0.4418604651162791,0.6835443037974682,accidentally liked 47weekold photo instagram stalking going move mars,"['accidentally', 'liked', 'photo', 'instagram', 'stalking', 'going', 'move', 'mar']"
Fitness? More like fitness whole pizza in my mouth. 🍕💪,0.75,0.19148936170212771,0.746031746031746,0.7209302325581395,0.5063291139240506,fitness like fitness whole pizza mouth,"['fitness', 'like', 'fitness', 'whole', 'pizza', 'mouth']"
Adulting is like looking both ways before crossing the street and then getting hit by an airplane. 🚦✈️,0.5454545454545454,0.46808510638297873,0.7301587301587301,0.39534883720930236,0.6962025316455696,adulting like looking ways crossing street getting hit airplane,"['adulting', 'like', 'looking', 'way', 'crossing', 'street', 'getting', 'hit', 'airplane']"
Can we skip to the part of my life where I travel the world? 🌍✈️,0.6363636363636362,0.36170212765957444,0.7619047619047619,0.4883720930232559,0.5822784810126581,skip part life travel world,"['skip', 'part', 'life', 'travel', 'world']"
"My daily routine: Wake up, be amazing, go back to bed. 😌🛌",0.6818181818181817,0.21276595744680848,0.7936507936507936,0.5813953488372093,0.48101265822784806,daily routine wake amazing go back bed,"['daily', 'routine', 'wake', 'amazing', 'go', 'back', 'bed']"
Sometimes I just want someone to hug me and say 'I know it's hard. You're going to be okay. Here's chocolate and 6 million dollars.' 🤗🍫💰,0.7954545454545454,0.23404255319148937,0.7777777777777777,0.3023255813953488,0.7468354430379747,sometimes want someone hug say know hard youre going okay heres chocolate 6 million dollars,"['sometimes', 'want', 'someone', 'hug', 'say', 'know', 'hard', 'going', 'okay', 'chocolate', 'million', 'dollar']"
"Sure, I do marathons. On Netflix. 🏃‍♂️📺",0.49999999999999994,0.2765957446808511,0.8412698412698412,0.6744186046511628,0.4683544303797468,sure marathons netflix,"['sure', 'marathon', 'netflix']"
Buying a planner is the first step. Using it is the second. I'm still on step one. 📔✏️,0.5227272727272727,0.5106382978723405,0.6984126984126984,0.6976744186046512,0.5569620253164556,buying planner first step using second im still step one,"['buying', 'planner', 'first', 'step', 'using', 'second', 'still', 'step', 'one']"
"I'm not saying I'm emotionally unstable, but I just cried because my ice cream was too cold. 🍦😭",0.6363636363636362,0.2553191489361702,0.7142857142857143,0.5348837209302325,0.6582278481012658,im saying im emotionally unstable cried ice cream cold,"['saying', 'emotionally', 'unstable', 'cried', 'ice', 'cream', 'cold']"
Being an adult is the dumbest thing I've ever done. 🤦‍♀️💼,0.6590909090909092,0.3829787234042553,0.746031746031746,0.37209302325581395,0.6962025316455696,adult dumbest thing ive ever done,"['adult', 'dumbest', 'thing', 'ever', 'done']"
"I'm not 40, I'm 18 with 22 years of experience. 🎂🤷‍♂️",0.5909090909090908,0.44680851063829785,0.7301587301587301,0.5116279069767442,0.5822784810126581,im 40 im 18 22 years experience,"['year', 'experience']"
"Is it just me, or did fun used to be fun? 🎢🤔",0.6136363636363635,0.31914893617021284,0.6666666666666666,0.6511627906976744,0.620253164556962,fun used fun,"['fun', 'used', 'fun']"
Why do they call it 'beauty sleep' when I wake up looking like a troll? 💤👹,0.5227272727272727,0.17021276595744683,0.8095238095238094,0.5581395348837209,0.5696202531645569,call beauty sleep wake looking like troll,"['call', 'sleep', 'wake', 'looking', 'like', 'troll']"
"I never make the same mistake twice. I make it five or six times, just to be sure. 🤦‍♂️✅",0.6818181818181817,0.2765957446808511,0.7936507936507936,0.4418604651162791,0.5949367088607593,never make mistake twice make five six times sure,"['never', 'make', 'mistake', 'twice', 'make', 'five', 'six', 'time', 'sure']"
I'm at that awkward age where half my friends are engaged and the other half are too drunk to answer their phones. 🍾💍,0.6363636363636362,0.23404255319148937,0.7777777777777777,0.4883720930232559,0.6835443037974682,im awkward age half friends engaged half drunk answer phones,"['awkward', 'age', 'half', 'friend', 'engaged', 'half', 'drunk', 'answer', 'phone']"
"My wallet is like an onion. When I open it, it makes me cry. 💸😭",0.49999999999999994,0.4255319148936171,0.7619047619047619,0.5348837209302325,0.6455696202531644,wallet like onion open makes cry,"['wallet', 'like', 'onion', 'open', 'make', 'cry']"
When I said 'How stupid can you be?' it wasn't a challenge. 😑🏆,0.7272727272727273,0.29787234042553196,0.8412698412698412,0.41860465116279066,0.48101265822784806,said stupid wasnt challenge,"['said', 'stupid', 'challenge']"
Who decided to call it 'napping' and not 'horizontal life pause'? 🛌⏸️,0.6136363636363635,0.4893617021276596,0.746031746031746,0.5813953488372093,0.5189873417721518,decided call napping horizontal life pause,"['decided', 'call', 'life', 'pause']"
Is it weird to say 'good morning' at 3 pm? Asking for a friend who's definitely not me. 🌞🕒,0.5681818181818181,0.3829787234042553,0.6825396825396824,0.627906976744186,0.5822784810126581,weird say good morning 3 pm asking friend whos definitely,"['weird', 'say', 'morning', 'pm', 'asking', 'friend', 'definitely']"
Sleep is like a time machine to breakfast. 🛌🍳,0.6590909090909092,0.44680851063829785,0.6666666666666666,0.7674418604651163,0.49367088607594933,sleep like time machine breakfast,"['sleep', 'like', 'time', 'machine', 'breakfast']"
Nothing says 'I'm an adult' like being excited about a canceled plan. 📆🎉,0.75,0.21276595744680848,0.8571428571428572,0.5116279069767442,0.5316455696202531,nothing says im adult like excited canceled plan,"['nothing', 'say', 'adult', 'like', 'excited', 'canceled', 'plan']"
"I thought I was in a bad mood, but it's been a few years, so I guess this is who I am now. 😒🔄",0.6363636363636362,0.3404255319148936,0.7301587301587301,0.37209302325581395,0.721518987341772,thought bad mood years guess,"['thought', 'bad', 'mood', 'year', 'guess']"
Is there an Olympic event for jumping to conclusions? I'd get gold. 🏃‍♀️🥇,0.6136363636363635,0.29787234042553196,0.7777777777777777,0.5348837209302325,0.5822784810126581,olympic event jumping conclusions id get gold,"['olympic', 'event', 'jumping', 'conclusion', 'get', 'gold']"
